traffic_delay,hour,day_of_week,minute,duration_seconds,destination,duration_traffic_seconds,distance_meters,origin,is_weekend,timestamp,id
47,17,0,54,405,"Malioboro, Yogyakarta",452,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T17:54:36.056924+07:00,"2025-08-11T17-54-36.056924+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
78,17,0,54,840,"Kota Gede, Yogyakarta",918,5591,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T17:54:36.159980+07:00,"2025-08-11T17-54-36.159980+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
191,17,0,54,462,"Prawirotaman, Yogyakarta",653,2742,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T17:54:36.301410+07:00,"2025-08-11T17-54-36.301410+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
26,17,0,59,400,"Stasiun Lempuyangan, Yogyakarta",426,2314,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T17:59:41.937725+07:00,"2025-08-11T17-59-41.937725+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
-3,17,0,59,654,"Stasiun Tugu, Yogyakarta",651,3620,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T17:59:42.098487+07:00,"2025-08-11T17-59-42.098487+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
30,17,0,59,704,"Tugu Jogja, Yogyakarta",734,3756,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T17:59:42.205440+07:00,"2025-08-11T17-59-42.205440+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
38,17,0,59,405,"Malioboro, Yogyakarta",443,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T17:59:43.131459+07:00,"2025-08-11T17-59-43.131459+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
50,17,0,59,840,"Kota Gede, Yogyakarta",890,5591,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T17:59:43.331177+07:00,"2025-08-11T17-59-43.331177+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
132,17,0,59,462,"Prawirotaman, Yogyakarta",594,2742,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T17:59:43.492009+07:00,"2025-08-11T17-59-43.492009+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
51,18,0,4,400,"Stasiun Lempuyangan, Yogyakarta",451,2314,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:04:48.978826+07:00,"2025-08-11T18-04-48.978826+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
20,18,0,4,654,"Stasiun Tugu, Yogyakarta",674,3620,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:04:49.073064+07:00,"2025-08-11T18-04-49.073064+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
15,18,0,4,714,"Tugu Jogja, Yogyakarta",729,3902,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:04:49.282617+07:00,"2025-08-11T18-04-49.282617+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
39,18,0,4,405,"Malioboro, Yogyakarta",444,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:04:50.123616+07:00,"2025-08-11T18-04-50.123616+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
63,18,0,4,840,"Kota Gede, Yogyakarta",903,5591,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:04:50.287691+07:00,"2025-08-11T18-04-50.287691+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
96,18,0,4,462,"Prawirotaman, Yogyakarta",558,2742,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:04:50.383450+07:00,"2025-08-11T18-04-50.383450+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
37,18,0,9,400,"Stasiun Lempuyangan, Yogyakarta",437,2314,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:09:56.594346+07:00,"2025-08-11T18-09-56.594346+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
13,18,0,9,654,"Stasiun Tugu, Yogyakarta",667,3620,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:09:56.682914+07:00,"2025-08-11T18-09-56.682914+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
52,18,0,9,704,"Tugu Jogja, Yogyakarta",756,3756,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:09:56.840465+07:00,"2025-08-11T18-09-56.840465+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
35,18,0,9,405,"Malioboro, Yogyakarta",440,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:09:57.705855+07:00,"2025-08-11T18-09-57.705855+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
61,18,0,9,840,"Kota Gede, Yogyakarta",901,5591,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:09:57.841017+07:00,"2025-08-11T18-09-57.841017+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
96,18,0,9,462,"Prawirotaman, Yogyakarta",558,2742,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:09:57.983983+07:00,"2025-08-11T18-09-57.983983+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
63,18,0,15,400,"Stasiun Lempuyangan, Yogyakarta",463,2314,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:15:02.883376+07:00,"2025-08-11T18-15-02.883376+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
34,18,0,15,654,"Stasiun Tugu, Yogyakarta",688,3620,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:15:03.102294+07:00,"2025-08-11T18-15-03.102294+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
62,18,0,15,704,"Tugu Jogja, Yogyakarta",766,3756,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:15:03.264398+07:00,"2025-08-11T18-15-03.264398+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
38,18,0,15,405,"Malioboro, Yogyakarta",443,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:15:03.918495+07:00,"2025-08-11T18-15-03.918495+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
63,18,0,15,840,"Kota Gede, Yogyakarta",903,5591,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:15:04.046350+07:00,"2025-08-11T18-15-04.046350+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
157,18,0,15,462,"Prawirotaman, Yogyakarta",619,2742,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:15:04.202925+07:00,"2025-08-11T18-15-04.202925+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
44,18,0,20,400,"Stasiun Lempuyangan, Yogyakarta",444,2314,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:20:09.958377+07:00,"2025-08-11T18-20-09.958377+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
50,18,0,20,654,"Stasiun Tugu, Yogyakarta",704,3620,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:20:10.118088+07:00,"2025-08-11T18-20-10.118088+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
70,18,0,20,704,"Tugu Jogja, Yogyakarta",774,3756,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:20:10.315392+07:00,"2025-08-11T18-20-10.315392+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
69,18,0,20,405,"Malioboro, Yogyakarta",474,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:20:11.229367+07:00,"2025-08-11T18-20-11.229367+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
49,18,0,20,840,"Kota Gede, Yogyakarta",889,5591,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:20:11.365537+07:00,"2025-08-11T18-20-11.365537+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
86,18,0,20,462,"Prawirotaman, Yogyakarta",548,2742,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:20:11.433583+07:00,"2025-08-11T18-20-11.433583+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
31,18,0,25,400,"Stasiun Lempuyangan, Yogyakarta",431,2314,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:25:16.244257+07:00,"2025-08-11T18-25-16.244257+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
41,18,0,25,654,"Stasiun Tugu, Yogyakarta",695,3620,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:25:16.358845+07:00,"2025-08-11T18-25-16.358845+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
83,18,0,25,704,"Tugu Jogja, Yogyakarta",787,3756,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:25:16.481280+07:00,"2025-08-11T18-25-16.481280+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
71,18,0,25,405,"Malioboro, Yogyakarta",476,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:25:17.253575+07:00,"2025-08-11T18-25-17.253575+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
59,18,0,25,840,"Kota Gede, Yogyakarta",899,5591,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:25:17.342439+07:00,"2025-08-11T18-25-17.342439+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
65,18,0,25,462,"Prawirotaman, Yogyakarta",527,2742,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:25:17.427052+07:00,"2025-08-11T18-25-17.427052+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
44,18,0,30,400,"Stasiun Lempuyangan, Yogyakarta",444,2314,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:30:23.440822+07:00,"2025-08-11T18-30-23.440822+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
44,18,0,30,654,"Stasiun Tugu, Yogyakarta",698,3620,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:30:23.669628+07:00,"2025-08-11T18-30-23.669628+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
65,18,0,30,704,"Tugu Jogja, Yogyakarta",769,3756,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:30:23.746318+07:00,"2025-08-11T18-30-23.746318+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
70,18,0,30,405,"Malioboro, Yogyakarta",475,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:30:24.502193+07:00,"2025-08-11T18-30-24.502193+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
69,18,0,30,840,"Kota Gede, Yogyakarta",909,5591,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:30:24.727580+07:00,"2025-08-11T18-30-24.727580+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
71,18,0,30,462,"Prawirotaman, Yogyakarta",533,2742,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:30:24.958845+07:00,"2025-08-11T18-30-24.958845+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
45,18,0,35,400,"Stasiun Lempuyangan, Yogyakarta",445,2314,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:35:29.941570+07:00,"2025-08-11T18-35-29.941570+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
61,18,0,35,654,"Stasiun Tugu, Yogyakarta",715,3620,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:35:30.056311+07:00,"2025-08-11T18-35-30.056311+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
83,18,0,35,704,"Tugu Jogja, Yogyakarta",787,3756,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:35:30.243274+07:00,"2025-08-11T18-35-30.243274+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
87,18,0,35,405,"Malioboro, Yogyakarta",492,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:35:31.000349+07:00,"2025-08-11T18-35-31.000349+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
38,18,0,35,840,"Kota Gede, Yogyakarta",878,5591,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:35:31.150234+07:00,"2025-08-11T18-35-31.150234+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
47,18,0,35,462,"Prawirotaman, Yogyakarta",509,2742,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:35:31.216298+07:00,"2025-08-11T18-35-31.216298+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
55,18,0,40,400,"Stasiun Lempuyangan, Yogyakarta",455,2314,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:40:36.611637+07:00,"2025-08-11T18-40-36.611637+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
69,18,0,40,654,"Stasiun Tugu, Yogyakarta",723,3620,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:40:36.699620+07:00,"2025-08-11T18-40-36.699620+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
96,18,0,40,704,"Tugu Jogja, Yogyakarta",800,3756,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:40:36.787153+07:00,"2025-08-11T18-40-36.787153+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
115,18,0,40,405,"Malioboro, Yogyakarta",520,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:40:37.341652+07:00,"2025-08-11T18-40-37.341652+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
54,18,0,40,840,"Kota Gede, Yogyakarta",894,5591,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:40:37.505413+07:00,"2025-08-11T18-40-37.505413+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
60,18,0,40,462,"Prawirotaman, Yogyakarta",522,2742,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:40:37.656539+07:00,"2025-08-11T18-40-37.656539+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
48,18,0,45,400,"Stasiun Lempuyangan, Yogyakarta",448,2314,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:45:42.796213+07:00,"2025-08-11T18-45-42.796213+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
47,18,0,45,654,"Stasiun Tugu, Yogyakarta",701,3620,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:45:42.899001+07:00,"2025-08-11T18-45-42.899001+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
59,18,0,45,704,"Tugu Jogja, Yogyakarta",763,3756,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:45:43.034363+07:00,"2025-08-11T18-45-43.034363+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
102,18,0,45,405,"Malioboro, Yogyakarta",507,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:45:43.759339+07:00,"2025-08-11T18-45-43.759339+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
40,18,0,45,840,"Kota Gede, Yogyakarta",880,5591,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:45:43.928923+07:00,"2025-08-11T18-45-43.928923+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
87,18,0,45,462,"Prawirotaman, Yogyakarta",549,2742,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:45:44.073700+07:00,"2025-08-11T18-45-44.073700+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
41,18,0,50,400,"Stasiun Lempuyangan, Yogyakarta",441,2314,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:50:50.386426+07:00,"2025-08-11T18-50-50.386426+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
69,18,0,50,654,"Stasiun Tugu, Yogyakarta",723,3620,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:50:50.611080+07:00,"2025-08-11T18-50-50.611080+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
102,18,0,50,704,"Tugu Jogja, Yogyakarta",806,3756,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:50:50.851557+07:00,"2025-08-11T18-50-50.851557+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
140,18,0,50,405,"Malioboro, Yogyakarta",545,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:50:51.869094+07:00,"2025-08-11T18-50-51.869094+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
34,18,0,50,840,"Kota Gede, Yogyakarta",874,5591,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:50:51.984461+07:00,"2025-08-11T18-50-51.984461+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
66,18,0,50,462,"Prawirotaman, Yogyakarta",528,2742,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:50:52.091064+07:00,"2025-08-11T18-50-52.091064+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
46,18,0,55,400,"Stasiun Lempuyangan, Yogyakarta",446,2314,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:55:58.761769+07:00,"2025-08-11T18-55-58.761769+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
67,18,0,55,654,"Stasiun Tugu, Yogyakarta",721,3620,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:55:58.929579+07:00,"2025-08-11T18-55-58.929579+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
103,18,0,55,704,"Tugu Jogja, Yogyakarta",807,3756,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:55:59.041727+07:00,"2025-08-11T18-55-59.041727+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
133,18,0,55,405,"Malioboro, Yogyakarta",538,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:55:59.592530+07:00,"2025-08-11T18-55-59.592530+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
29,18,0,55,840,"Kota Gede, Yogyakarta",869,5591,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:55:59.739960+07:00,"2025-08-11T18-55-59.739960+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
62,18,0,55,462,"Prawirotaman, Yogyakarta",524,2742,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T18:55:59.849419+07:00,"2025-08-11T18-55-59.849419+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
43,19,0,1,400,"Stasiun Lempuyangan, Yogyakarta",443,2314,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:01:04.817280+07:00,"2025-08-11T19-01-04.817280+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
68,19,0,1,654,"Stasiun Tugu, Yogyakarta",722,3620,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:01:04.958187+07:00,"2025-08-11T19-01-04.958187+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
89,19,0,1,704,"Tugu Jogja, Yogyakarta",793,3756,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:01:05.086500+07:00,"2025-08-11T19-01-05.086500+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
133,19,0,1,405,"Malioboro, Yogyakarta",538,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:01:06.327463+07:00,"2025-08-11T19-01-06.327463+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
34,19,0,1,840,"Kota Gede, Yogyakarta",874,5591,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:01:06.527513+07:00,"2025-08-11T19-01-06.527513+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
89,19,0,1,462,"Prawirotaman, Yogyakarta",551,2742,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:01:06.698811+07:00,"2025-08-11T19-01-06.698811+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
43,19,0,6,400,"Stasiun Lempuyangan, Yogyakarta",443,2314,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:06:12.597334+07:00,"2025-08-11T19-06-12.597334+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
64,19,0,6,654,"Stasiun Tugu, Yogyakarta",718,3620,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:06:12.754709+07:00,"2025-08-11T19-06-12.754709+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
90,19,0,6,704,"Tugu Jogja, Yogyakarta",794,3756,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:06:12.995625+07:00,"2025-08-11T19-06-12.995625+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
138,19,0,6,405,"Malioboro, Yogyakarta",543,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:06:13.799384+07:00,"2025-08-11T19-06-13.799384+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
19,19,0,6,881,"Kota Gede, Yogyakarta",900,5375,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:06:13.954053+07:00,"2025-08-11T19-06-13.954053+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
102,19,0,6,462,"Prawirotaman, Yogyakarta",564,2742,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:06:14.049426+07:00,"2025-08-11T19-06-14.049426+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
47,19,0,11,400,"Stasiun Lempuyangan, Yogyakarta",447,2314,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:11:20.902593+07:00,"2025-08-11T19-11-20.902593+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
64,19,0,11,654,"Stasiun Tugu, Yogyakarta",718,3620,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:11:20.990516+07:00,"2025-08-11T19-11-20.990516+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
93,19,0,11,704,"Tugu Jogja, Yogyakarta",797,3756,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:11:21.118786+07:00,"2025-08-11T19-11-21.118786+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
152,19,0,11,405,"Malioboro, Yogyakarta",557,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:11:21.730702+07:00,"2025-08-11T19-11-21.730702+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
40,19,0,11,840,"Kota Gede, Yogyakarta",880,5591,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:11:21.873549+07:00,"2025-08-11T19-11-21.873549+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
116,19,0,11,462,"Prawirotaman, Yogyakarta",578,2742,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:11:21.998660+07:00,"2025-08-11T19-11-21.998660+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta"
57,19,0,16,400,"Stasiun Lempuyangan, Yogyakarta",457,2314,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:16:27.308506+07:00,"2025-08-11T19-16-27.308506+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta"
54,19,0,16,654,"Stasiun Tugu, Yogyakarta",708,3620,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:16:27.471930+07:00,"2025-08-11T19-16-27.471930+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta"
91,19,0,16,704,"Tugu Jogja, Yogyakarta",795,3756,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:16:27.576478+07:00,"2025-08-11T19-16-27.576478+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta"
160,19,0,16,405,"Malioboro, Yogyakarta",565,2131,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:16:28.410297+07:00,"2025-08-11T19-16-28.410297+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta"
41,19,0,16,840,"Kota Gede, Yogyakarta",881,5591,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-11T19:16:28.592604+07:00,"2025-08-11T19-16-28.592604+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta"
