,traffic_delay,hour,day_of_week,minute,duration_seconds,destination,duration_traffic_seconds,distance_meters,origin,is_weekend,timestamp,id,timestamp_5min
4321,-123,4,1,24,543,"Stasiun Tugu, Yogyakarta",420,3008,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:24:02.320138+07:00,"2025-08-12T04-24-02.320138+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-12 04:20:00+07:00
4322,-159,4,1,24,544,"Tugu Jogja, Yogyakarta",385,3078,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:24:02.425060+07:00,"2025-08-12T04-24-02.425060+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-12 04:20:00+07:00
4323,-165,4,1,24,589,"Malioboro, Yogyakarta",424,3486,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:24:02.542286+07:00,"2025-08-12T04-24-02.542286+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-12 04:20:00+07:00
4324,-304,4,1,24,1141,"Kota Gede, Yogyakarta",837,7785,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:24:02.747753+07:00,"2025-08-12T04-24-02.747753+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-12 04:20:00+07:00
4325,-320,4,1,24,1114,"Prawirotaman, Yogyakarta",794,6342,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:24:02.906792+07:00,"2025-08-12T04-24-02.906792+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-12 04:20:00+07:00
4326,-126,4,1,29,464,"Stasiun Lempuyangan, Yogyakarta",338,2618,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:29:09.535208+07:00,"2025-08-12T04-29-09.535208+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-12 04:25:00+07:00
4327,-125,4,1,29,543,"Stasiun Tugu, Yogyakarta",418,3008,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:29:09.678227+07:00,"2025-08-12T04-29-09.678227+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-12 04:25:00+07:00
4328,-162,4,1,29,544,"Tugu Jogja, Yogyakarta",382,3078,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:29:09.808744+07:00,"2025-08-12T04-29-09.808744+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-12 04:25:00+07:00
4329,-161,4,1,29,589,"Malioboro, Yogyakarta",428,3486,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:29:09.923330+07:00,"2025-08-12T04-29-09.923330+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-12 04:25:00+07:00
4330,-307,4,1,29,1141,"Kota Gede, Yogyakarta",834,7785,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:29:10.063400+07:00,"2025-08-12T04-29-10.063400+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-12 04:25:00+07:00
4331,-313,4,1,29,1114,"Prawirotaman, Yogyakarta",801,6342,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:29:10.277213+07:00,"2025-08-12T04-29-10.277213+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-12 04:25:00+07:00
4332,-127,4,1,34,464,"Stasiun Lempuyangan, Yogyakarta",337,2618,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:34:15.334269+07:00,"2025-08-12T04-34-15.334269+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-12 04:30:00+07:00
4333,-121,4,1,34,543,"Stasiun Tugu, Yogyakarta",422,3008,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:34:15.503726+07:00,"2025-08-12T04-34-15.503726+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-12 04:30:00+07:00
4334,-161,4,1,34,544,"Tugu Jogja, Yogyakarta",383,3078,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:34:15.665925+07:00,"2025-08-12T04-34-15.665925+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-12 04:30:00+07:00
4335,-163,4,1,34,589,"Malioboro, Yogyakarta",426,3486,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:34:15.805901+07:00,"2025-08-12T04-34-15.805901+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-12 04:30:00+07:00
4336,-305,4,1,34,1141,"Kota Gede, Yogyakarta",836,7785,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:34:15.932551+07:00,"2025-08-12T04-34-15.932551+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-12 04:30:00+07:00
4337,-364,4,1,34,1114,"Prawirotaman, Yogyakarta",750,6342,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:34:16.110058+07:00,"2025-08-12T04-34-16.110058+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-12 04:30:00+07:00
4338,-129,4,1,39,464,"Stasiun Lempuyangan, Yogyakarta",335,2618,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:39:22.528357+07:00,"2025-08-12T04-39-22.528357+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-12 04:35:00+07:00
4339,-99,4,1,39,528,"Stasiun Tugu, Yogyakarta",429,3075,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:39:22.653732+07:00,"2025-08-12T04-39-22.653732+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-12 04:35:00+07:00
4340,-141,4,1,39,518,"Tugu Jogja, Yogyakarta",377,2816,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:39:22.794578+07:00,"2025-08-12T04-39-22.794578+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-12 04:35:00+07:00
4341,-165,4,1,39,589,"Malioboro, Yogyakarta",424,3486,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:39:22.899127+07:00,"2025-08-12T04-39-22.899127+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-12 04:35:00+07:00
4342,-363,4,1,39,1227,"Kota Gede, Yogyakarta",864,7740,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:39:23.075646+07:00,"2025-08-12T04-39-23.075646+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-12 04:35:00+07:00
4343,-364,4,1,39,1114,"Prawirotaman, Yogyakarta",750,6342,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:39:23.263230+07:00,"2025-08-12T04-39-23.263230+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-12 04:35:00+07:00
4344,-127,4,1,44,464,"Stasiun Lempuyangan, Yogyakarta",337,2618,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:44:31.395319+07:00,"2025-08-12T04-44-31.395319+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-12 04:40:00+07:00
4345,-117,4,1,44,543,"Stasiun Tugu, Yogyakarta",426,3008,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:44:31.477854+07:00,"2025-08-12T04-44-31.477854+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-12 04:40:00+07:00
4346,-140,4,1,44,518,"Tugu Jogja, Yogyakarta",378,2816,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:44:31.557769+07:00,"2025-08-12T04-44-31.557769+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-12 04:40:00+07:00
4347,-166,4,1,44,589,"Malioboro, Yogyakarta",423,3486,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:44:31.699462+07:00,"2025-08-12T04-44-31.699462+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-12 04:40:00+07:00
4348,-344,4,1,44,1227,"Kota Gede, Yogyakarta",883,7740,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:44:31.897820+07:00,"2025-08-12T04-44-31.897820+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-12 04:40:00+07:00
4349,-340,4,1,44,1114,"Prawirotaman, Yogyakarta",774,6342,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:44:32.034047+07:00,"2025-08-12T04-44-32.034047+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-12 04:40:00+07:00
4350,-119,4,1,49,464,"Stasiun Lempuyangan, Yogyakarta",345,2618,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:49:40.409411+07:00,"2025-08-12T04-49-40.409411+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-12 04:45:00+07:00
4351,-95,4,1,49,528,"Stasiun Tugu, Yogyakarta",433,3075,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:49:40.597540+07:00,"2025-08-12T04-49-40.597540+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-12 04:45:00+07:00
4352,-128,4,1,49,518,"Tugu Jogja, Yogyakarta",390,2816,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:49:40.705328+07:00,"2025-08-12T04-49-40.705328+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-12 04:45:00+07:00
4353,-163,4,1,49,589,"Malioboro, Yogyakarta",426,3486,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:49:40.889475+07:00,"2025-08-12T04-49-40.889475+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-12 04:45:00+07:00
4354,-357,4,1,49,1227,"Kota Gede, Yogyakarta",870,7740,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:49:41.093653+07:00,"2025-08-12T04-49-41.093653+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-12 04:45:00+07:00
4355,-312,4,1,49,1114,"Prawirotaman, Yogyakarta",802,6342,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:49:41.293316+07:00,"2025-08-12T04-49-41.293316+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-12 04:45:00+07:00
4356,-117,4,1,54,464,"Stasiun Lempuyangan, Yogyakarta",347,2618,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:54:46.711041+07:00,"2025-08-12T04-54-46.711041+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-12 04:50:00+07:00
4357,-96,4,1,54,528,"Stasiun Tugu, Yogyakarta",432,3075,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:54:46.853511+07:00,"2025-08-12T04-54-46.853511+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-12 04:50:00+07:00
4358,-124,4,1,54,518,"Tugu Jogja, Yogyakarta",394,2816,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:54:46.944670+07:00,"2025-08-12T04-54-46.944670+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-12 04:50:00+07:00
4359,-170,4,1,54,589,"Malioboro, Yogyakarta",419,3486,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:54:47.093147+07:00,"2025-08-12T04-54-47.093147+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-12 04:50:00+07:00
4360,-345,4,1,54,1227,"Kota Gede, Yogyakarta",882,7740,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:54:47.368388+07:00,"2025-08-12T04-54-47.368388+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-12 04:50:00+07:00
4361,-346,4,1,54,1114,"Prawirotaman, Yogyakarta",768,6342,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:54:47.594141+07:00,"2025-08-12T04-54-47.594141+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-12 04:50:00+07:00
4362,-117,4,1,59,464,"Stasiun Lempuyangan, Yogyakarta",347,2618,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:59:54.288747+07:00,"2025-08-12T04-59-54.288747+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-12 04:55:00+07:00
4363,-96,4,1,59,528,"Stasiun Tugu, Yogyakarta",432,3075,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:59:54.385680+07:00,"2025-08-12T04-59-54.385680+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-12 04:55:00+07:00
4364,-117,4,1,59,518,"Tugu Jogja, Yogyakarta",401,2816,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:59:54.472740+07:00,"2025-08-12T04-59-54.472740+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-12 04:55:00+07:00
4365,-171,4,1,59,589,"Malioboro, Yogyakarta",418,3486,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:59:54.551766+07:00,"2025-08-12T04-59-54.551766+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-12 04:55:00+07:00
4366,-347,4,1,59,1227,"Kota Gede, Yogyakarta",880,7740,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:59:54.702129+07:00,"2025-08-12T04-59-54.702129+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-12 04:55:00+07:00
4367,-337,4,1,59,1114,"Prawirotaman, Yogyakarta",777,6342,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 04:59:54.910796+07:00,"2025-08-12T04-59-54.910796+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-12 04:55:00+07:00
4368,-113,5,1,4,464,"Stasiun Lempuyangan, Yogyakarta",351,2618,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:04:59.496257+07:00,"2025-08-12T05-04-59.496257+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-12 05:00:00+07:00
4369,-105,5,1,4,543,"Stasiun Tugu, Yogyakarta",438,3008,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:04:59.682664+07:00,"2025-08-12T05-04-59.682664+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-12 05:00:00+07:00
4370,-138,5,1,4,544,"Tugu Jogja, Yogyakarta",406,3078,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:04:59.889438+07:00,"2025-08-12T05-04-59.889438+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-12 05:00:00+07:00
4371,-171,5,1,5,589,"Malioboro, Yogyakarta",418,3486,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:05:00.081741+07:00,"2025-08-12T05-05-00.081741+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-12 05:05:00+07:00
4372,-338,5,1,5,1227,"Kota Gede, Yogyakarta",889,7740,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:05:00.253420+07:00,"2025-08-12T05-05-00.253420+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-12 05:05:00+07:00
4373,-314,5,1,5,1114,"Prawirotaman, Yogyakarta",800,6342,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:05:00.476277+07:00,"2025-08-12T05-05-00.476277+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-12 05:05:00+07:00
4374,-116,5,1,10,464,"Stasiun Lempuyangan, Yogyakarta",348,2618,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:10:06.968364+07:00,"2025-08-12T05-10-06.968364+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-12 05:10:00+07:00
4375,-81,5,1,10,528,"Stasiun Tugu, Yogyakarta",447,3075,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:10:07.079785+07:00,"2025-08-12T05-10-07.079785+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-12 05:10:00+07:00
4376,-110,5,1,10,518,"Tugu Jogja, Yogyakarta",408,2816,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:10:07.193701+07:00,"2025-08-12T05-10-07.193701+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-12 05:10:00+07:00
4377,-169,5,1,10,589,"Malioboro, Yogyakarta",420,3486,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:10:07.336655+07:00,"2025-08-12T05-10-07.336655+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-12 05:10:00+07:00
4378,-335,5,1,10,1227,"Kota Gede, Yogyakarta",892,7740,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:10:07.543777+07:00,"2025-08-12T05-10-07.543777+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-12 05:10:00+07:00
4379,-306,5,1,10,1114,"Prawirotaman, Yogyakarta",808,6342,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:10:07.683192+07:00,"2025-08-12T05-10-07.683192+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-12 05:10:00+07:00
4380,-106,5,1,15,464,"Stasiun Lempuyangan, Yogyakarta",358,2618,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:15:12.603635+07:00,"2025-08-12T05-15-12.603635+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-12 05:15:00+07:00
4381,-97,5,1,15,543,"Stasiun Tugu, Yogyakarta",446,3008,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:15:12.765030+07:00,"2025-08-12T05-15-12.765030+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-12 05:15:00+07:00
4382,-122,5,1,15,544,"Tugu Jogja, Yogyakarta",422,3078,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:15:12.901750+07:00,"2025-08-12T05-15-12.901750+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-12 05:15:00+07:00
4383,-154,5,1,15,589,"Malioboro, Yogyakarta",435,3486,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:15:13.097224+07:00,"2025-08-12T05-15-13.097224+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-12 05:15:00+07:00
4384,-322,5,1,15,1227,"Kota Gede, Yogyakarta",905,7740,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:15:13.242627+07:00,"2025-08-12T05-15-13.242627+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-12 05:15:00+07:00
4385,-316,5,1,15,1114,"Prawirotaman, Yogyakarta",798,6342,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:15:13.447481+07:00,"2025-08-12T05-15-13.447481+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-12 05:15:00+07:00
4386,-92,5,1,20,464,"Stasiun Lempuyangan, Yogyakarta",372,2618,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:20:20.550162+07:00,"2025-08-12T05-20-20.550162+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-12 05:20:00+07:00
4387,-90,5,1,20,543,"Stasiun Tugu, Yogyakarta",453,3008,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:20:20.704133+07:00,"2025-08-12T05-20-20.704133+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-12 05:20:00+07:00
4388,-117,5,1,20,544,"Tugu Jogja, Yogyakarta",427,3078,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:20:20.827445+07:00,"2025-08-12T05-20-20.827445+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-12 05:20:00+07:00
4389,-153,5,1,20,589,"Malioboro, Yogyakarta",436,3486,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:20:20.958770+07:00,"2025-08-12T05-20-20.958770+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-12 05:20:00+07:00
4390,-316,5,1,20,1227,"Kota Gede, Yogyakarta",911,7740,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:20:21.143559+07:00,"2025-08-12T05-20-21.143559+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-12 05:20:00+07:00
4391,-288,5,1,20,1114,"Prawirotaman, Yogyakarta",826,6342,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:20:21.455555+07:00,"2025-08-12T05-20-21.455555+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-12 05:20:00+07:00
4392,-76,5,1,25,464,"Stasiun Lempuyangan, Yogyakarta",388,2618,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:25:28.564685+07:00,"2025-08-12T05-25-28.564685+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-12 05:25:00+07:00
4393,-97,5,1,25,543,"Stasiun Tugu, Yogyakarta",446,3008,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:25:28.697778+07:00,"2025-08-12T05-25-28.697778+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-12 05:25:00+07:00
4394,-112,5,1,25,544,"Tugu Jogja, Yogyakarta",432,3078,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:25:28.914965+07:00,"2025-08-12T05-25-28.914965+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-12 05:25:00+07:00
4395,-137,5,1,25,589,"Malioboro, Yogyakarta",452,3486,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:25:29.022476+07:00,"2025-08-12T05-25-29.022476+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-12 05:25:00+07:00
4396,-323,5,1,25,1227,"Kota Gede, Yogyakarta",904,7740,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:25:29.164130+07:00,"2025-08-12T05-25-29.164130+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-12 05:25:00+07:00
4397,-243,5,1,25,1114,"Prawirotaman, Yogyakarta",871,6342,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:25:29.325370+07:00,"2025-08-12T05-25-29.325370+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-12 05:25:00+07:00
4398,-47,5,1,30,464,"Stasiun Lempuyangan, Yogyakarta",417,2618,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:30:33.846146+07:00,"2025-08-12T05-30-33.846146+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-12 05:30:00+07:00
4399,-97,5,1,30,543,"Stasiun Tugu, Yogyakarta",446,3008,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:30:33.987434+07:00,"2025-08-12T05-30-33.987434+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-12 05:30:00+07:00
4400,-108,5,1,30,518,"Tugu Jogja, Yogyakarta",410,2816,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:30:34.121372+07:00,"2025-08-12T05-30-34.121372+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-12 05:30:00+07:00
4401,-130,5,1,30,589,"Malioboro, Yogyakarta",459,3486,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:30:34.237005+07:00,"2025-08-12T05-30-34.237005+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Malioboro,_Yogyakarta",2025-08-12 05:30:00+07:00
4402,-211,5,1,30,1141,"Kota Gede, Yogyakarta",930,7785,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:30:34.562593+07:00,"2025-08-12T05-30-34.562593+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Kota_Gede,_Yogyakarta",2025-08-12 05:30:00+07:00
4403,-241,5,1,30,1114,"Prawirotaman, Yogyakarta",873,6342,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:30:34.764767+07:00,"2025-08-12T05-30-34.764767+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Prawirotaman,_Yogyakarta",2025-08-12 05:30:00+07:00
4404,-20,5,1,35,464,"Stasiun Lempuyangan, Yogyakarta",444,2618,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:35:39.628005+07:00,"2025-08-12T05-35-39.628005+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Lempuyangan,_Yogyakarta",2025-08-12 05:35:00+07:00
4405,-98,5,1,35,543,"Stasiun Tugu, Yogyakarta",445,3008,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:35:39.820473+07:00,"2025-08-12T05-35-39.820473+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Stasiun_Tugu,_Yogyakarta",2025-08-12 05:35:00+07:00
4406,-118,5,1,35,544,"Tugu Jogja, Yogyakarta",426,3078,"Universitas Gadjah Mada, Yogyakarta",False,2025-08-12 05:35:39.968837+07:00,"2025-08-12T05-35-39.968837+07-00_Universitas_Gadjah_Mada,_Yogyakarta_Tugu_Jogja,_Yogyakarta",2025-08-12 05:35:00+07:00
